Name	Locus_tag	StartV3	EndV3	StartV2	EndV2	Strand	Keeptot	Keeptrim	Id260210	OrigId	classif	S1_1_hyb28384002	S1_2_hyb28358602	S1_3_hyb29569102	S2_1_hyb28345202_01	S2_2_hyb28438702_01	S2_3_hyb29584002	S3_1_hyb28353902	S3_2_hyb28407302_01	S3_3_hyb29593702	S4_1_hyb28353602_01	S4_2_hyb29633702	S4_3_hyb29593902	S5_1_hyb28387702	S5_2_hyb29581902	S5_3_hyb29636602	S6_1_hyb28357602	S6_2_hyb29634602	S6_3_hyb29637702	nit_1_hyb32848302	nit_2_hyb32848802	nit_3_hyb32848702	ferm_1_hyb32835902	ferm_2_hyb32848502	ferm_3_hyb32875102	T.4.40H_1_hyb32876002	T.3.40H_1_hyb32860502	T.2.40H_1_hyb32875702	T.1.40H_1_hyb32874902	T.1.10H_1_hyb32875902	T.0.40H_1_hyb32860902	T0.0H_1_hyb32860102	T0.30H_1_hyb32876202	T1.0H_1_hyb34436402	T1.30H_1_hyb34528602	T2.0H_1_hyb34508402	T2.30H_1_hyb34549502	T3.0H_1_hyb34489302	T3.30H_1_hyb34489502	T4.0H_1_hyb34533902	T5.0H_1_hyb34489402	HiTm_1_hyb25345002	HiTm_2_hyb25344702	HiTm_3_hyb25347002	LoTm_1_hyb25348402	LoTm_2_hyb25348102	LoTm_3_hyb25348002	HiOs_1_hyb25346802	HiOs_2_hyb25344902	HiOs_3_hyb25347502	Heat_1_hyb25340602	Heat_2_hyb25344602	Heat_3_hyb25341002	Cold_1_hyb25347802	Cold_2_hyb25344502	Cold_3_hyb25340802	Etha_1_hyb25348602	Etha_2_hyb25340502	Etha_3_hyb25340702	Salt_1_hyb25345102	Salt_2_hyb25344802	Salt_3_hyb25347202	M40t45_1_hyb25414802	M40t45_2_hyb28390602	M40t45_3_hyb28463502	M40t90_1_hyb27061602	M40t90_2_hyb28384202_01	M40t90_3_hyb28384802_01	dia5_1_hyb25337802	dia5_2_hyb25340002	dia5_3_hyb25348502	dia15_1_hyb25321902	dia15_2_hyb25339602	dia15_3_hyb25339402	Diami_1_hyb27744802	Diami_2_hyb32848002	Diami_3_hyb27744702	Paraq_1_hyb29583002	Paraq_2_hyb32848102	H2O2_1_hyb32848202	H2O2_2_hyb32844902	H2O2_3_hyb27746602
yydK	BSU40130	4123193	4123903	4122217	4122927	1	TRUE	TRUE	-	-	-	0.1275	-0.1275	0.282	0.105	-0.2713	-0.3179	-0.4491	-0.2261	-0.9516	0.1378	-0.4899	-0.7645	-0.4082	-0.1349	-0.1284	-0.6731	-1.6467	-0.6643	-0.3389	0.5199	-0.4279	-0.4545	0.1704	-0.5153	-0.2616	-0.2886	-0.3863	-0.5213	-0.376	-0.4903	-0.1343	0.4466	-0.2871	-0.2979	-0.1427	0.2939	-0.2256	0.11	0.0725	-0.5776	0.0392	0.3992	0.2085	-0.4088	-0.8203	-1.0062	0.5199	0.3316	0.0532	0.5044	0.3812	0.4557	0.3228	-0.1769	-0.2132	-0.6444	-0.6478	-0.4678	-0.8284	-0.8132	-0.6247	-0.0588	1.237	0.2469	0.2261	0.1539	0.6835	0.2726	-0.2285	-0.0641	-0.9098	-1.5223	-1.2123	-0.2319	0.38	-0.2765	-0.2522	0.2228	0.0797	0.2869	-0.5973
yyzN	BSU40139	4123931	4124089	4122955	4123113	1	TRUE	TRUE	-	-	-	0.4646	0.0179	0.4187	0.1584	-0.1991	-0.072	-0.0648	-0.3344	-0.7791	0.1327	-0.5858	-0.5064	-0.2765	-0.7259	-0.1197	-0.6159	-1.9035	-0.5105	-0.6129	0.573	-0.4363	-0.4813	0.1611	-0.2427	-0.192	-0.3102	-0.4241	-0.4528	-0.2379	-0.4919	0.002	0.6175	-0.1448	-0.3411	-0.3649	0.2591	-0.2079	0.1108	0.1417	-0.6968	0.5463	0.6296	0.0397	-0.8403	-0.7469	-1.1974	0.48	0.4618	0.1075	0.7675	0.4463	0.7049	0.2956	0.1091	0.0932	-0.6688	-0.4039	-0.5571	-0.6543	-0.5175	-0.6281	0.076	1.0731	0.0836	0.1854	-0.0721	0.6284	0.2668	-0.2929	0.1856	-0.9123	-1.5739	-1.0145	-0.4227	0.4941	-0.4072	-0.3373	0.1382	0.2148	0.3399	-0.7572
yydJ	BSU40140	4124220	4124942	4123244	4123966	-1	TRUE	TRUE	-	-	-	2.3386	1.8468	2.5859	1.6551	1.3313	1.6508	1.1773	0.7129	-0.6184	0.5027	-0.3813	0.158	-0.5086	-0.6759	0.2323	-1.5662	-3.2142	-0.8767	0.3396	0.3361	-0.1903	0.1917	-0.8666	-0.1507	0.099	0.3194	0.1533	-0.0172	-0.2963	0.1623	-0.0019	-1.9213	-2.3755	-2.7206	-2.9758	-1.8989	-2.6534	-2.1952	-2.1763	-3.0751	-1.8613	-1.4058	-1.5226	0.2839	-0.62	-0.8756	-0.2514	-0.4568	-0.5706	0.4257	-0.129	0.0408	0.8283	1.0822	0.406	-3.3165	-2.3115	-2.6104	-0.7538	-0.8105	-0.6624	-0.0049	0.4422	0.1722	0.5277	0.0014	0.4611	-0.932	-0.1413	-0.0309	-0.5124	-0.3905	-1.0697	-1.269	-0.6395	-2.0587	-0.1943	0.7747	0.3521	0.6659	-1.0227
yydI	BSU40150	4124963	4125592	4123987	4124616	-1	TRUE	TRUE	-	-	-	2.0858	1.5031	2.4049	1.3311	1.0839	1.225	0.7528	0.9052	-0.3602	0.5301	-0.1058	0.2821	-0.5702	-0.4281	0.2101	-1.311	-2.651	-0.9602	0.1676	0.4792	0.168	0.3067	-0.7277	0.0962	-0.0678	-0.0032	0.0059	-0.1162	-0.4713	-0.0843	-0.2259	-1.5659	-1.9796	-2.0086	-2.3975	-1.4361	-1.8656	-1.5577	-1.6438	-2.4458	-2.4037	-1.7494	-1.9736	0.3433	0.1745	-0.392	-0.3186	-0.6594	-0.7477	0.0352	-0.1155	0.0666	0.9735	0.7958	0.5085	-2.5137	-1.9963	-1.8671	-0.7885	-0.9824	-0.5205	-0.1885	0.3498	0.0678	0.4944	-0.0048	0.2994	-0.3063	-0.398	-0.4173	-0.1535	-0.6691	-0.6771	-1.155	-0.4378	-1.8356	-0.067	0.8322	0.6475	0.9296	-0.6053
S1543	new_4125593_4125741_c	4125593	4125741	4124617	4124765	-1	TRUE	TRUE	Id260210_1811	O_1817	intra	2.2544	1.8142	2.2636	1.3916	1.1822	1.2624	0.9126	1.04	-0.2873	0.7726	0.3271	0.3446	-0.4009	-0.1206	0.0608	-0.8997	-2.3532	-0.6874	0.1088	0.5065	0.1843	0.0247	-0.8684	-0.0064	0.0608	0.0183	0.0067	-0.0736	-0.3663	0.0057	-0.0986	-1.4297	-1.8298	-1.8548	-2.2494	-1.3735	-1.7105	-1.4084	-1.5199	-2.4114	-3.1117	-1.7543	-1.9917	0.5593	0.2994	-0.201	-0.2982	-0.5787	-0.5891	0.201	0.0285	0.1576	1.1025	1.1125	0.6065	-2.0178	-1.4233	-1.3925	-0.8469	-0.9072	-0.6979	-0.3501	0.6441	-0.087	0.4548	0.1698	0.5578	0.1445	-0.2156	-0.2165	0.2145	-0.2923	-0.1491	-0.8239	-0.4128	-1.6445	0.0995	0.7135	0.845	0.8534	-0.4797
yydH	BSU40160	4125742	4126500	4124766	4125524	-1	TRUE	TRUE	-	-	-	2.6758	1.8713	2.7761	1.864	1.5818	1.5833	1.1152	1.1328	-0.2528	0.853	0.0339	0.5185	-0.3883	-0.6075	0.1976	-0.8114	-2.4812	-0.5597	0.435	0.5717	0.0144	0.4522	-0.6138	-0.0642	-0.0047	0.1029	0.0742	-0.0265	-0.4267	0.0512	-0.0065	-1.8228	-2.0875	-2.2333	-2.5862	-1.7792	-2.0259	-1.6959	-1.8602	-2.852	-3.3576	-2.2605	-2.294	0.8675	0.2826	-0.0438	-0.5635	-1.0812	-0.9663	0.1595	-0.0646	0.019	1.176	1.131	0.6346	-1.9283	-1.3819	-1.1995	-1.0494	-1.3181	-1.1631	-0.275	0.4306	0.0472	0.4368	0.0984	0.6869	0.1412	-0.325	-0.1268	0.0835	-0.4986	0.0948	-0.7503	-0.2343	-1.6633	0.0227	0.8174	1.0641	0.9276	-0.5397
yydG	BSU40170	4126481	4127440	4125505	4126464	-1	TRUE	TRUE	-	-	-	2.8925	2.9023	3.7764	1.9633	2.4541	2.5139	1.203	2.1803	-1.1822	0.8767	0.4535	0.7625	-0.9134	-0.204	0.86	-3.6587	-3.6311	-1.5534	0.4374	0.6486	0.3249	0.3302	-0.0758	0.0685	0.0708	0.3949	0.0826	0.2142	-0.2523	0.0047	-0.0413	-3.892	-2.436	-3.0205	-3.1232	-2.1005	-2.1679	-2.025	-2.1589	-3.1361	-5.5904	-4.3232	-4.0252	1.1003	0.6331	0.3665	-1.1403	-1.7852	-1.2593	-1.2984	-1.2015	-0.9554	0.5981	0.5878	0.5958	-2.8749	-2.4427	-1.8727	-1.8081	-2.2534	-1.6771	-0.4193	-1.0455	0.2523	0.1403	-0.5056	0.3653	0.369	0.1641	0.2305	0.8465	-0.1757	-0.52	-0.3442	0.3297	-0.3315	-0.5801	0.2617	0.2229	0.8323	0.0561
yydF	BSU40180	4127498	4127647	4126522	4126671	-1	TRUE	TRUE	-	-	-	2.4367	1.7307	2.4442	2.6913	2.2777	2.1594	1.9461	1.9488	1.5305	2.3519	1.7186	2.5305	1.233	0.6617	1.6923	0.4745	-1.4625	0.5429	0.8529	0.3212	-0.0017	0.2867	0.3249	-0.2234	-0.06	-0.035	0.0095	-0.0154	-0.297	0.1465	-0.1054	0.1404	-0.5307	-0.4158	-0.6621	0.0169	-0.0834	-0.013	-0.1653	-0.1813	-2.2176	-2.4376	-1.7129	0.0067	-0.3146	0.365	-0.1709	-0.4061	0.3982	-0.0641	-0.0719	-0.3874	0.8249	0.9417	-0.1932	0.1932	0.3306	0.0759	0.4543	0.0229	-0.5741	-0.1957	1.6635	-0.3145	0.3345	0.204	0.424	-0.513	0.0641	-0.227	0.1052	0.2016	-0.4167	0.1821	-0.0353	-0.324	-0.5812	0.0113	-0.7391	0.2614	-0.1592
fbp	BSU40190	4128029	4130044	4127053	4129068	1	TRUE	TRUE	-	-	-	1.1703	0.8061	0.9564	0.691	0.1948	-0.0464	0.5851	0.2747	-0.241	0.5207	0.1755	-0.4187	0.0935	-0.0279	-0.1045	-0.5455	-2.2258	-0.8105	-1.5645	-0.5182	-1.1637	-1.3636	-0.7879	-0.7838	-0.141	-0.1589	-0.2393	-0.324	-0.1767	-0.2864	-0.3624	-0.8992	-1.2396	-1.2412	-1.0434	-0.1634	-0.5474	-0.1779	-0.153	-0.8679	-1.0939	-0.6762	-0.8535	-0.6505	-1.134	-1.229	-0.1886	-0.6547	-0.797	0.8182	0.9553	0.5748	-0.3087	-0.6644	-1.0024	1.1111	0.7307	1.1156	0.3007	0.0084	0.3358	-0.1911	-0.2299	0.2358	0.4614	0.0886	0.4012	1.2653	1.2865	1.1642	2.2876	1.6379	0.9617	2.023	2.3046	1.4947	0.563	0.8253	1.6492	1.6411	1.1701
S1544	new_4130045_4131409	4130045	4131409	4129069	4130433	1	TRUE	TRUE	Id260210_1815	O_1822	3'Ext	1.2541	1.8191	0.784	0.5995	0.733	0.2125	0.7691	0.6669	-1.029	0.0269	0.5183	-0.4949	-0.425	-0.0716	-0.4181	-1.1038	-1.3566	-1.1872	-0.2921	0.9508	-0.4191	-0.3426	-0.1178	0.2924	0.3841	0.6087	-0.0797	0.2189	0.4214	0.371	0.2417	0.1047	-0.361	-0.4162	-0.573	-0.0689	-0.6966	0.2905	0.3426	-0.5824	0.5522	0.0211	-0.1511	-0.4128	-0.9783	-1.3826	0.3095	0.6468	-0.0196	1.4416	1.0495	0.9031	-0.5544	0.3797	-0.7533	0.8265	1.2196	0.5364	-0.2133	-0.5831	0.0139	-0.7096	0.7427	0.0623	0.0895	-0.3526	0.6788	1.6788	1.6837	1.6173	2.2892	1.3577	1.211	2.1365	1.8855	-0.1265	0.1168	0.7691	1.6416	1.6063	-0.0072
S1545	new_4130257_4130577_c	4130257	4130577	4129281	4129601	-1	TRUE	TRUE	Id260210_1816	O_1823	3'PT	1.7584	0.6144	0.9136	-0.0796	-0.5351	-0.1165	0.1244	-0.5473	-1.244	-0.3959	-0.962	-1.1634	-1.0528	-1.5131	-1.0116	-1.4859	-2.0047	-1.9707	-0.0411	2.2709	1.0716	-0.0594	0.766	1.4114	-0.4443	-0.5237	-1.14	-1.0202	-0.842	-1.227	-1.1158	-1.6891	-2.2903	-2.4414	-2.8254	-2.4772	-2.7638	-2.3428	-2.784	-3.3382	-1.4974	0.8812	-0.4091	-1.1543	0.1194	-1.2493	-0.1793	0.8119	-0.6867	0.2801	0.1869	0.5131	0.53	0.5895	0.6915	-1.6888	-0.8773	-1.5071	-0.9918	-1.4201	-1.2311	-0.5622	-0.4675	0.1849	-0.9169	-0.5123	0.1665	-0.5764	-0.7622	0.339	1.3483	-0.1921	-0.5768	-0.8772	-0.0086	-0.5551	-0.0649	0.9318	0.8129	0.965	-0.196
yydD	BSU40200	4130578	4132338	4129602	4131362	-1	TRUE	TRUE	-	-	-	0.8267	0.4542	0.8478	-0.5299	-0.54	-0.6097	-1.2144	-0.9718	-2.5924	-1.4418	-2.0963	-1.8406	-2.3929	-2.5896	-2.0008	-3.3542	-4.8885	-3.1851	0.1525	1.1058	-0.2767	0.2242	0.7466	-0.2279	-0.5512	-0.418	-0.6781	-0.9288	-0.945	-0.748	-0.6325	-1.9678	-2.1007	-2.3092	-3.1248	-1.9094	-2.178	-1.9887	-2.3786	-3.4869	-0.215	-0.0706	-0.3962	-1.1336	-1.3197	-1.8432	-0.3919	-0.9699	-1.171	-0.2424	-0.3164	-0.1307	1.1483	0.8592	0.4781	-1.1499	-1.2015	-0.4678	-1.3534	-1.3739	-0.9314	-0.231	0.8614	-0.1	0.3545	-0.0728	0.5965	0.2535	0.1664	-0.0282	0.5329	-0.0743	-1.0271	0.6076	1.4929	-0.2596	0.0228	1.1333	0.2868	1.0048	-0.6191
yydC	BSU40210	4132338	4132736	4131362	4131760	-1	TRUE	TRUE	-	-	-	0.9349	0.2044	0.9175	-0.2581	-0.4559	-0.4353	-0.9413	-0.7225	-2.2018	-1.2445	-2.0981	-1.7147	-2.0774	-2.3627	-1.8239	-2.801	-4.2833	-2.6115	0.1544	1.1739	-0.2743	0.4364	0.7028	-0.2798	-0.4566	-0.4785	-0.6814	-0.9698	-0.888	-0.7304	-0.6791	-1.5928	-2.0083	-2.1275	-2.9782	-1.9167	-2.2623	-1.8738	-2.2809	-3.3443	-0.2697	-0.3306	-0.4587	-0.9751	-1.3723	-1.9725	-0.4011	-1.0407	-1.0095	-0.1239	-0.2694	0.0057	1.5278	1.1455	0.7717	-0.9629	-0.9342	-0.2247	-1.3341	-1.4272	-1.0339	-0.1978	0.7339	-0.2666	0.3901	-0.0213	0.4504	0.4727	0.0057	0.3091	0.5409	-0.0137	-1.1681	0.5273	1.896	-0.4101	-0.1993	1.0379	0.1167	0.906	-0.9809
yydB	BSU40220	4132729	4134174	4131753	4133198	-1	TRUE	TRUE	-	-	-	0.7472	0.393	0.8832	-0.407	-0.4081	-0.3729	-1.1463	-0.7304	-1.8573	-1.2176	-1.9577	-1.5733	-1.9428	-2.0921	-1.4101	-2.6253	-3.9255	-2.474	0.095	0.9164	-0.6161	0.2869	0.4812	-0.8265	-0.5891	-0.4414	-0.7373	-0.9949	-0.8994	-0.7274	-0.8357	-1.149	-1.7322	-1.9702	-2.5723	-1.5098	-1.9009	-1.5536	-2.0387	-3.1174	0.2539	-0.3689	-0.5565	-1.1299	-1.4659	-1.8395	-0.4593	-1.0149	-1.1509	0.0189	-0.3206	-0.0412	1.4677	1.0057	0.6857	-0.4353	-0.6543	-0.0249	-1.2854	-1.5904	-0.8909	-0.2746	0.5067	-0.1249	0.2916	-0.2102	0.4487	0.3371	0.1161	-0.0498	0.6756	-0.3155	-1.0652	0.5749	1.7676	-0.0841	-0.3011	0.7462	-0.2007	0.5264	-0.9242
S1546	new_4133453_4134502	4133453	4134502	4132477	4133526	1	TRUE	TRUE	Id260210_1818	O_1825	indep-Ext	1.1606	1.3418	0.4224	0.5376	0.127	-0.3067	0.1174	-0.1089	-1.2122	0.452	-0.0431	-0.3986	-0.3875	-0.3447	-0.4718	-0.3798	-0.8269	-0.5425	0.2508	0.9994	0.5939	-0.0203	0.2731	0.8784	0.6615	0.7351	0.2964	0.5928	0.7721	0.5164	0.4865	1.5341	0.5478	0.2815	0.0528	0.3835	0.3104	0.7529	0.9936	0.7396	-0.2728	-0.1062	0.3256	0.0254	-0.4941	-0.5493	0.2979	0.9147	0.4445	1.7755	1.0789	0.4323	-0.4399	-0.1279	-1.4533	0.3447	0.7674	-0.8988	1.3678	1.1803	1.433	-1.0091	-0.0112	0.4352	-0.1067	-0.2351	0.5086	0.8074	1.5259	1.6883	2.8137	1.0783	0.3859	0.8559	0.7814	-0.1437	-0.0574	0.6138	1.1726	0.9711	-0.0839
S1547	new_4134175_4134435_c	4134175	4134435	4133199	4133459	-1	TRUE	TRUE	Id260210_1819	O_1826	intra	0.3983	0.3531	0.7391	-1.1128	-0.8308	-0.8453	-1.1341	-0.8043	-2.0068	-1.099	-1.6623	-1.7221	-1.64	-1.4972	-0.9715	-2.394	-3.4821	-1.9598	-0.4256	0.6582	-1.2085	0.0247	0.2081	-1.5255	-0.6745	-0.6456	-0.9188	-0.9394	-0.8707	-0.9277	-0.7604	-0.66	-1.2477	-1.6115	-2.392	-1.3482	-1.6504	-1.4803	-1.7773	-2.9526	-0.9274	-0.6781	-0.6807	-1.6609	-1.8478	-2.1302	-0.8587	-1.2612	-1.0507	-0.3968	-0.2723	-0.0294	1.3095	1.0083	0.3599	-1.7046	-1.1415	-0.6378	-1.785	-1.4331	-0.9801	-0.1323	-0.0055	-0.0536	0.3182	-0.2451	0.609	0.4975	-0.2552	-0.0002	0.7372	-0.5261	-0.8	0.6655	1.7712	0.0333	-0.1686	0.6923	-0.2188	0.3229	-0.9152
yydA	BSU40230	4134436	4134915	4133460	4133939	-1	TRUE	TRUE	-	-	-	0.5262	0.1094	0.3004	-0.5775	-0.6861	-0.5215	-0.7701	-0.2727	-0.7489	-0.1323	-0.6569	-1.1853	-0.6687	-0.1909	-0.3655	-1.2598	-2.2772	-1.2664	-0.5319	0.5313	-0.6403	-0.1533	0.2684	-0.5954	-0.1667	-0.4628	-0.6675	-0.9479	-0.7033	-1.0786	-0.9633	-0.6865	-1.312	-1.6596	-1.8145	-0.8303	-1.3476	-1.1914	-1.4649	-2.2703	-0.2949	0.0314	-0.0336	-0.9467	-1.0186	-1.1895	-0.0041	-0.282	-0.4047	-0.4575	-0.3831	-0.2753	0.4435	-0.3869	0.166	-1.1709	-1.3501	-0.5373	-1.4967	-1.8133	-1.5172	-0.4806	-0.0534	-0.2213	-0.1298	0.1713	0.7045	0.702	0.1175	-0.2019	0.7254	-0.3704	-1.2762	0.5969	1.3651	0.6533	-0.0083	0.5398	-0.0418	0.1916	-0.4481
S1548	new_4134916_4134995_c	4134916	4134995	4133940	4134019	-1	TRUE	TRUE	Id260210_1820	O_1827	intra	0.6088	0.2088	0.3753	-0.4443	-0.964	-1.0445	-0.2575	-0.2566	-0.1795	0.6485	0.0235	-0.1212	0.1967	0.1742	0.1291	-0.6197	-1.8614	-0.6398	-0.6644	0.2925	-0.4393	-0.1976	0.2667	-0.5793	-0.3223	-0.4365	-0.6609	-0.8409	-0.7999	-0.959	-1.003	-0.4494	-1.1415	-1.4771	-1.489	-0.6656	-1.166	-0.9856	-1.2096	-1.9821	-0.498	0.0211	0.0776	-0.6689	-0.841	-1.0241	0.381	-0.2335	-0.2032	-0.0296	-0.4767	-0.2133	0.6081	0.1009	0.1073	-0.4676	-0.7457	-0.2164	-1.473	-1.6811	-1.1762	-0.3277	-0.2149	0.081	-0.1373	-0.2742	0.2553	0.592	0.3543	-0.219	0.7996	-0.2112	-0.9768	0.5594	1.5379	0.7221	-0.2401	0.6005	0.1908	0.4191	-0.2984
yyzF	BSU40239	4134996	4135166	4134020	4134191	-1	TRUE	TRUE	-	-	-	0.4645	0.2835	0.4547	-0.5042	-0.7963	-1.0157	-0.4821	-0.0585	-0.1917	0.5596	0.0127	-0.0536	-0.2027	0.227	0.2036	-0.806	-2.1731	-0.7679	-0.7846	0.3566	-0.5818	-0.5877	0.2874	-0.738	-0.2594	-0.3732	-0.6975	-0.8392	-0.9254	-0.9132	-1.1268	-0.4547	-1.1726	-1.4364	-1.454	-0.6696	-1.1253	-0.9151	-1.2304	-2.0706	-0.9098	0.2127	0.1633	-0.5584	-0.7275	-0.8062	0.4013	-0.057	-0.1446	0.0433	-0.4229	-0.2225	0.6924	-0.0778	0.1016	-0.4434	-0.7816	-0.2023	-1.4146	-1.7915	-1.4358	-0.3788	-0.376	0.1605	-0.0009	-0.138	0.2896	0.5874	0.4663	-0.1007	0.9699	-0.0976	-0.9701	0.6063	1.3804	0.7903	-0.1622	0.6251	0.334	0.3265	-0.249
yycS	BSU40240	4135351	4135764	4134376	4134789	1	TRUE	TRUE	-	-	-	1.0959	1.1313	0.8838	1.1312	0.8064	0.2365	1.0987	1.2653	0.0387	1.9647	1.5868	1.0113	2.116	2.5889	2.1718	1.7598	0.102	1.4645	0.3466	1.0594	0.5405	-0.1194	0.5617	0.8773	-0.2243	-0.5089	-0.7205	-0.8005	-0.8377	-0.7418	-0.8829	-0.8075	-1.18	-1.0246	-0.8953	-0.5967	-0.8215	-0.5252	-0.4204	-0.6902	-0.7413	-0.7509	-0.5664	2.3178	2.0562	1.8988	2.0586	1.8667	1.6521	-0.2007	-0.6865	-0.2143	1.7135	1.1861	0.8569	0.2709	0.2336	0.2684	-0.2459	-0.1833	-0.2211	-0.226	0.4623	0.2813	0.0679	-0.0834	0.0397	0.3545	0.373	0.1814	0.2088	0.6626	0.5529	-0.0419	0.2166	0.2983	0.1159	0.3062	-0.4386	0.0315	-0.1332
yycR	BSU40250	4135798	4137024	4134823	4136049	-1	TRUE	TRUE	-	-	-	1.5374	1.7764	1.6713	2.3933	2.5986	2.4964	2.239	2.2345	1.5084	1.6486	2.2814	1.2896	1.3346	2.1596	1.769	1.5649	0.4009	1.509	0.8517	1.6547	0.8106	0.6759	1.0053	1.0717	0.0157	-0.1637	-0.1105	-0.2144	-0.1209	-0.5757	-0.5141	0.239	-0.4275	-0.1627	-0.0451	0.6509	0.1651	0.6413	0.5779	0.0225	-0.4854	-1.1538	-0.5454	0.7578	0.4491	0.5486	0.3825	0.3594	0.5063	1.0298	1.0184	0.4624	0.6381	0.3013	-0.3852	2.734	1.9716	2.3052	0.8301	0.9168	0.7582	-0.1694	0.9279	0.016	0.5749	0.0316	0.2486	-0.1664	-0.2105	-0.575	-0.435	-0.282	-0.4962	-0.1411	-0.3279	-0.1081	0.1901	0.1169	-0.2589	0.0278	-0.0909
yyzG	BSU40259	4137087	4137257	4136112	4136282	-1	TRUE	TRUE	-	-	-	0.2857	0.3353	0.4193	0.583	0.7057	0.6136	0.6485	0.478	0.3081	0.8913	0.9087	0.4453	0.8525	0.9746	1.1784	1.6528	0.8759	1.7539	0.1833	1.1439	0.3332	0.6451	0.7161	0.7402	-0.0799	-0.1175	-0.0081	-0.2616	-0.2694	-0.6467	-0.5566	-0.2974	-0.5446	-0.2413	-0.1468	-0.0083	-0.2059	0.1204	-0.0639	-0.1401	1.3161	-0.5443	-0.3171	1.6085	1.3891	0.8579	0.3902	0.2187	0.2518	1.9679	1.8751	1.5021	0.6092	0.3576	-0.2446	3.8496	3.2435	3.285	2.2075	2.3974	2.2294	0.1135	0.1745	0.1638	-0.1147	-0.2235	0.1825	-0.0424	-0.2334	-0.2994	-0.1747	-0.2151	-0.0979	-0.5564	-0.3023	-0.0796	-0.3644	0.0201	-0.247	0.2669	-0.0948
yycQ	BSU40260	4137362	4137610	4136387	4136635	-1	TRUE	TRUE	-	-	-	0.7822	0.5713	0.8745	1.6019	1.3682	1.3938	1.6448	1.5452	2.6406	2.7796	2.6938	2.0763	2.8358	2.6236	3.1312	4.3922	3.8263	3.7732	0.7707	1.5758	0.9757	0.8981	0.8995	1.1187	-0.0443	-0.2106	-0.048	-0.2548	0.1823	-0.495	-0.4194	0.0672	-0.3204	-0.2202	0.0642	0.2357	0.0186	0.4031	0.512	0.1662	-0.6292	-1.0132	-0.5905	1.2077	1.0882	0.7848	0.133	0.1635	-0.0568	-0.4301	-0.9111	-0.5264	0.5178	0.3973	0.068	0.4944	0.8157	0.3269	-0.3527	-0.3298	-0.3175	0.1499	0.158	0.1458	-0.0946	-0.4443	0.0635	0.0093	-0.1304	-0.4406	-0.0961	-0.3966	-0.3036	-0.3861	-0.3326	-0.1634	-0.0437	-0.0401	-0.1526	0.0496	0.2125
yycP	BSU40270	4137626	4138789	4136651	4137814	-1	TRUE	TRUE	-	-	-	1.6776	1.5067	1.1785	2.4676	2.0425	2.1318	3.7171	3.2953	4.7337	4.8538	5.22	4.0399	5.5319	6.0941	5.3391	6.6786	6.6675	6.2891	0.9541	0.6481	0.8589	0.7548	0.2139	0.959	0.0068	-0.0816	-0.2222	-0.343	-0.5288	-0.3964	-0.315	1.3682	0.8843	1.1099	1.2446	1.7891	1.5736	2.2164	2.3184	2.2098	0.5542	-0.1916	0.008	2.1205	1.7884	1.9938	0.1933	0.2199	-0.126	0.4481	-0.0088	0.2768	0.3586	0.5292	0.1779	0.5539	0.733	0.1784	-0.0976	-0.0199	0.0477	0.2501	0.1985	-0.113	-0.1632	0.1662	-0.0659	0.1923	0.2886	0.1215	0.4265	0.271	0.5031	-0.2469	-0.433	0.5276	-0.0113	-0.2564	0.0328	0.2592	0.8409
yycO	BSU40280	4138800	4139537	4137825	4138562	-1	TRUE	TRUE	-	-	-	1.8598	1.8733	1.6028	2.4292	2.4246	2.305	3.8524	3.8117	4.8771	4.9169	5.3095	4.44	5.5632	6.288	5.6028	6.6644	6.8568	6.5353	1.2105	0.8805	0.9798	1.1156	0.2093	1.0366	-0.1509	-0.2315	-0.3092	-0.4955	-0.7251	-0.4834	-0.2613	1.6436	0.9685	1.0703	1.1639	1.7942	1.5367	2.1836	2.2456	2.125	0.6142	-0.1249	0.1166	2.5026	2.2175	2.5343	0.2857	0.2777	0.023	0.5047	0.195	0.4229	0.1898	0.3759	0.1613	0.4813	0.7353	0.1561	-0.2306	-0.2548	-0.1458	0.3264	0.5228	-0.111	-0.0961	0.0423	-0.1199	0.3212	0.4643	0.2993	0.316	-0.0791	0.3789	-0.1592	-0.4799	0.6978	-0.2812	-0.3837	-0.3379	-0.289	0.3897
yycN	BSU40290	4139679	4140149	4138704	4139174	-1	TRUE	TRUE	-	-	-	1.4679	1.6024	1.3043	1.3448	1.1567	0.9502	4.2328	4.3102	4.8456	5.3453	5.3721	4.8961	5.1075	5.595	5.5308	5.1894	3.3022	5.1225	1.0971	1.0109	1.1321	0.5549	0.2213	1.1411	-0.2505	-0.3982	-0.4894	-0.5904	-0.6034	-0.6771	-0.4989	-0.0202	-0.5357	-0.5905	-0.5506	0.199	-0.0209	0.7257	1.0729	0.8613	-1.2166	-0.9211	-0.586	2.7929	2.5804	3.1973	0.1284	0.1647	0.0103	0.5863	0.5048	0.2108	0.1391	-0.1313	-0.4291	-0.0721	-0.0961	-0.2106	-0.2894	-0.4195	-0.3985	-0.298	1.1575	0.0858	0.3169	0.0493	0.37	0.3854	0.2634	0.2298	0.6885	0.544	0.2608	0.1316	0.1961	0.3286	0.2191	0.3189	0.3371	0.5412	0.5414
